translated_title,translated_description,image,category,subcategory,
Nescafe Dolce Gusto Coffee Milk Coffee 160 g,Nescafe Dolce Gusto Coffee Milk Coffee 160 g,https://images.rappi.com.br/products/2094033820-1556287722.png,"coffee, tea and milk modifiers",coffee,
Roast Beef Board,Roast Beef Board (The price of this product may vary depending on the weight),,delicatessen,mature and smoked meats,
Fresh Pasta For Pizza Light Pasta Brotinho 300 g,Fresh Pasta For Pizza Light Pasta Brotinho 300 g,https://images.rappi.com.br/products/2096798929-1579288295839.png,pizzas and savory pies,pizzas and savory pies,
Argentine Wine Bodegas Caro Amancaya Rosso 750ml,Argentine Wine Bodegas Caro Amancaya Rosso 750ml,https://images.rappi.com.br/products/2092841136-1541424123.png,wines,red wine,
Red Wine Cousino Macul Cabernet Sauvignon 750 mL,Red Wine Cousino Macul Cabernet Sauvignon 750 mL,https://images.rappi.com.br/products/2094355682-1561642821.png,wines,red wine,
Light 20 Und - Mac Vitarella Semola 500G Screw,Mac Semolina 500G Parafuso screw,https://images.rappi.com.br/products/2093440409-1559933863.png,rice grains and pasta,pasta,
Pecan,Pecan,https://images.rappi.com.br/products/2094399961-1562254194.jpg,snacks and confectionery,nuts and seeds,
Nature Valley Fruteria granola bars 26 gx 6,Nature Valley Fruteria granola bars 26 gx 6 - Prices including VAT,https://images.rappi.com.mx/products/10911-1580919273345.png,snacks and confectionery,cereal bars and granola,
Liquid Sweetener Zero Lime Saccharin 100ml,"Liquid Saccharin and Cyclamate Sweetener Active Principle: - MS Record: 1000000000000 The Saccharin and Cyclamate Zero-Cal sweetener is indicated for those who are on sugar-free diets, makes the drinks tasty without adding calories. Weight: 134 gr - Dosage: - Manufactures: Hypera - Brand: Zero Lime (Key Words: Health, Wellness, Functional Foods)",https://images.rappi.com.br/products/2089951566-1530200964.png,sugar and sweeteners,sweetener,
Super Gray Copper Lin. Maroon 120 g,Super Gray Copper Lin. Maroon 120 g,https://images.rappi.com.br/products/2093750728-1552919200.png,rice grains and pasta,grain,
Offic Gourmet Frozen Vegetable Soup 450 g,Offic Gourmet Frozen Vegetable Soup 450 g,,broths and soups,broths,
Gran Real Carioca Beans 1kg,Gran Real Carioca Beans 1kg,,rice grains and pasta,grain,
Ground Nutmeg Chelli 35 g,Ground Nutmeg Chelli 35 g,https://images.rappi.com.br/products/2093689461-1552059151.png,seasonings,species,
Natazy Dha 30 Tablets,"Vitamin Supplement Natazy DHA Active Ingredient: POLIVITAMINICO, MINERALS MS Record: 1832600360045 Natazy DHA contains vitamins: A, B1, B2, B3, B6, Folic Acid, B12, C, E, minerals: Iron and Zinc and Omega-3 (DHA and EPA). It is a mineral vitamin supplement that takes practicality, as it contains vitamins, minerals and the combination of Omega 3 (DHA and EPA) in a single product. NATAZY DHA does not contain sugar or gluten. Weight: 54 gr - Dosage: 600mg + 400UI Manufactures: Cifarma - Brand: Natazy (Key Words: Health, Wellness, Vitamins)",https://images.rappi.com.br/products/2094161243-1558032313.png,vitamins and minerals,multivitamins,
TRADIC PERDIGAO CHEESE BREAD 375GR,TRADIC PERDIGAO CHEESE BREAD 375GR (Key Words: cheese bread),https://images.rappi.com.br/products/2092672423-1591120751204.png,snacks and confectionery,savory snacks,
Francis Cerejeira Do Oriente Soap More Pay Less C / 5,Francis Cerejeira Do Oriente Soap More Pay Less C / 5,https://images.rappi.com.br/products/2094030328-1556291964.png,hygiene and care,shampoo and soap,
Garnier Bí-O Protection 5 Deodorant Female Roll On 50 mL,Prtorection 5 is a 5-in-1 deodorant. Its formula is designed exclusively for the skin and everyday life of Brazilians. (Key Words: HigieneePerfumaria / HigienePersonal),https://images.rappi.com.br/products/2093114348-1548078319.png,deodorants,deodorants,
Walking Meditation - Guide to Inner Peace,"This book is a complete overhaul of the previous one with the same title. It is practically a new book, with a few exceptions. But the essential idea is the same: to meditate walking. It is not just any walk, but a walk with method and breathing also with method, so that walking and breathing become harmonious. The author, a Buddhist monk and Nobel Peace Prize winner, offers here his instructions for this basic meditation practice: walking just to feel the pleasure of each step, each breath, the blue sky, each landscape and each aroma along the way. way. In your inspired comment. Thich Nhaat Hanh reveals how this simple practice helped him regain his own peace and serenity during difficult times. Thich Nhat Hanh is a poet, Zen master and peace activist.",https://images.rappi.com.br/products/2092755175-1540783041.png,paper books,paper books,
Desodorante Aerosol Nivea Fem.Dry Fresh 150 mL,Desodorante Aerosol Nivea Fem.Dry Fresh 150 mL,https://images.rappi.com.br/products/2097366772-1583937407335.png,deodorants,deodorants,
Tubes Fini Strawberry 80g,Tubes Fini Strawberry 80g,https://images.rappi.com.br/products/2092814955-1540460650.png,snacks and confectionery,gumdrops and candy,
Chocolate croissant,Chocolate Croissant (the price of this product may vary according to weight),,bakery,breads,
The Scapegoat - Col. Anthropological Studies,"Oedipus is expelled from Thebes as responsible for the plague that befell the city. The victim agrees with his executioners. The unhappiness came because he killed his father and married his mother. &quot;The Scapegoat&quot; always supposes the persecutory illusion. Executioners believe in the guilt of their victims; they are convinced, at the time of the appearance of the black plague in the 14th century, that the Jews poisoned the rivers. Witch hunting implies that judges and defendants believe in the effectiveness of witchcraft. The gospels gravitate around passion like all mythologies in the world, but the victim rejects all persecutory illusions, refuses the cycle of violence and the sacred. &quot;The Scapegoat&quot; becomes the lamb of God. Thus the credibility of the mythological representation is forever destroyed. We remain persecutors, but shameful persecutors. All violence from now on reveals what Christ&#39;s passion reveals: the stupid genesis of bloody idols, of all the false gods of religions, politics and ideologies.",https://images.rappi.com.br/products/2092759278-1540784360.png,paper books,paper books,
Arbequina Extra Special Extra Virgin Olive Oil 500 ml,Arbequina Extra Special Extra Virgin Olive Oil 500 ml,https://images.rappi.com.mx/products/975346664-1510849738.png,oils and vinegars,oil,
Chocoki Essential Nutrition 300 g,Chocoki Essential Nutrition 300 g,https://images.rappi.com.br/products/2097945481-1588086854503.png,,,
Special Filet Mignon More Bullight Line,Special Filet Mignon Mais Bullight Line - 950 G - Price may vary according to the actual weight of the product.,https://images.rappi.com.br/products/2092632447-1548096455.png,meats,beef,
Semi Gluten Le Peti Chocolate 200 g,Semi Gluten Le Peti Chocolate 200 g,https://images.rappi.com.br/products/2095500778-1571949269396.jpg,snacks and confectionery,chocolates,
Ypê Aconchego Softener 2 L,Ypê Aconchego Softener 2 L,https://images.rappi.com.br/products/2096601348-1579038383985.png,clothing care,softeners,
SpongeBob - The Big Challenge - Col. Search and Find,"In this adventure, SpongeBob needs to find his favorite spatula to win the crab burger challenge, but there are many items on the way! Help SpongeBob as you search and find many things!",https://images.rappi.com.br/products/2092769090-1540824606.png,paper books,paper books,
Delicibife Cat Turkey Chicken 20 g,Delicibife Cat Turkey Chicken 20 g,https://images.rappi.com.br/products/2094442289-1563209405.png,pet food,cat food,
Shampoo Hys Nutricion ProfUa Bottle 375 mL,Shampoo Hys Nutricion ProfUa Bottle 375 mL,,hair care,shampoo,
Duracell quantum batteries with AAA powercheck 6 pcs,Duracell quantum batteries with AAA powercheck 6 pcs,https://images.rappi.com.mx/products/975346876-1535479884.png,battery,battery,
Chocolatina Chokoco Jumbo 1 g,Chocolatina Chocolate Jumbo 1 g PLU: 1331698,https://images.rappi.com/products/1331698-1558052669791.png,snacks and confectionery,chocolates,
Nissin Pasta Nissin Turma da Mônica Soft Meat Flavor 85G,Lámen Noodles Nissin Turma Da Mônica Smooth Meat Flavor 85G (Key Words: pasta / pasta),https://images.rappi.com.br/products/2092890868-1542049713.png,rice grains and pasta,pasta,
A LARGE PEPERONI PIZZA + CHOCOLATE BROTH,"with peperoni, dry basil and mozzarella + chocolate sprout",,pizzas and savory pies,pizzas and savory pies,
Barilla Sauce Pesto Type 190 g,Barilla Sauce Type Pesto 190 g - Prices including VAT,https://images.rappi.com.mx/products/975008695-1-1466537258.png,seasonings,other sauces,
Banana Passa BRASIL Pack 86g,Banana Passa BRASIL Pack 86g,https://images.rappi.com.br/products/2092866450-1544442439.png,snacks and confectionery,typical sweets,
Original Ruffles French Fries 167 g,Original Ruffles French Fries 167 g,https://images.rappi.com.br/products/2093875927-1571321627811.png,snacks and confectionery,savory snacks,
Princess Tiara Cami Impulsora 4 pcs,Princess Tiara Booster Cami 4 Pcs - Prices including VAT,https://images.rappi.com.mx/products/977099456-1584554005828.jpg,accessories for babies,other baby accessories,
Wafer Rancheiro Biscuit 108g Lemon,Wafer Rancheiro Lemon Lemon 108 g,https://images.rappi.com.br/products/2093078617-1559139230.png,snacks and confectionery,typical sweets,
Yoki Straw Fries 140 g,Yoki Straw Fries 140 g,https://images.rappi.com.br/products/2098393627-1590821063735.png,snacks and confectionery,savory snacks,
Brownie Do Luiz For Summer 300 g,Brownie Do Luiz For Summer 300 g,https://images.rappi.com.br/products/2094174739-1559238537.png,cake shop,other pastries,
Lactosil 4000 Fcc Alu 30 Dispersible Tablets,"Lactosil 4000 Fcc Alu 30 Dispersible Tablets. (Key Words: Belly Pain, Heartburn, Stomach, Intestine, Poor Digestion, Effervescent, Fruit Salt, Intestinal Flora)",https://images.rappi.com.br/products/2094689015-1565900522960.png,digestive health,antacids,
Lentil Chinezinho 500 g,Lentil Chinezinho 500 g,https://images.rappi.com.br/products/2096994915-1580737116505.png,rice grains and pasta,grain,
Mini Disqueti Tablet 500 g,Mini Disqueti Tablet 500 g,https://images.rappi.com.br/products/2096625046-1579287423113.jpg,snacks and confectionery,chocolates,
Yokitos Wavy Potatoes 180 g,Yokitos Wavy Potatoes 180 g,https://images.rappi.com.br/products/2096702977-1578673133397.png,snacks and confectionery,savory snacks,
Cenevit 1 g Legrand 10 Tablets,Cenevit 1 g Legrand 10 Tablets,https://images.rappi.com.br/products/2098291764-1589899878087.png,,,
Liquid Polisher Nugget Brown 60 mL,Liquid Polisher Nugget Brown 60 mL,https://images.rappi.com.br/products/2098497694-1591742141205.png,,,
Baby Ratona Fantastic Night 1 und,Baby Ratona Fantastic Night 1 und PLU: 1333922,,,,
Classic International Motorcycle X 1 Piece Toy To Assemble,Classic International Motorcycle X 1 Piece Toy To Assemble,,,,
Ilko Ice Cream Scoop,"Ilko Ice Cream Serving Scoop 1 Piece, 1 Unit (s).",https://images.rappi.com.mx/products/975014702-1580921849780.png,,,
Lucretin Woman Farms 200 mL,Lucretin Woman Farms 200 mL,https://images.rappi.com.br/products/2096856243-1579705021464.png,,,
Beer Budweiser Ln 343Ml,Beer Budweiser Ln 343Ml. (Key Words: drink),https://images.rappi.com.br/products/2092941773-1564433683.png,,,
Coquel Coco Liquid Soap 500 mL,Coquel Coco Liquid Soap 500 mL,https://images.rappi.com.br/products/2095300250-1570473041869.png,,,
Keltrina Lotion 60 mL,"Keltrina name of the active substance: Permethrin MS 1181900010019 Keltrina is indicated for the treatment of lice and nits infestation (lice eggs). How does Keltrina work? Keltrina acts on lice causing paralysis of the insect, facilitating its removal. . (Key Words: First Aid, Dressing, Bandage, Band Aid, Adhesive, Gauze)",https://images.rappi.com.br/products/2094688735-1565900403194.png,,,
Dove Shea Soap and Vanilla 90g With 06 Units Special Price,Dove Shea Soap and Vanilla 90g With 06 Units Special Price,https://images.rappi.com.br/products/2092874863-1544447782.png,,,
Waterproof Vult Lengthening Lash Mask Black Color C /,"Buy at Araujo Drugstore Waterproof Vult Lengthening Lash Mask Black Color! Silicone brush with different shape, curves and perfectly lengthens the lashes. Check it out!",https://images.rappi.com.br/products/2093954712-1555423768.png,,,
Dr. Oetker Chocolate Flavor Dough Ice Cream Mix 150 g,Dr. Oetker Chocolate Flavor Dough Ice Cream Mix 150 g,https://images.rappi.com.br/products/2094530717-1563997781829.png,,,
Cosopt 2% Ophthalmic Solution 5 mL,"Cosopt name of the active substance: Dorzolamide + Timolol MS 1919800030013 Cosopt® is indicated for decreasing high intraocular pressure in the treatment of glaucoma and ocular hypertension. How does Cosopt work? Cosopt® is an ophthalmic combination of dorzolamide (carbonic anhydrase inhibitor) and timolol (beta-blocker), in which both lower the pressure in the eyes differently. Elevated intraocular pressure can damage the optic nerve, resulting in impaired vision and possible blindness. In general, there are some symptoms that you may experience, which indicate whether or not you have elevated intraocular pressure. Your doctor must perform an examination to determine whether or not you have elevated intraocular pressure. If you do, you will need to have regular intraocular pressure tests and measurements.",https://images.rappi.com.br/products/2092535688-1565807218.png,,,
Bozzano Fresh Deodorant 150mL,"Bozzano Fresh Aerosol Deodorant Active Principle: None MS Record: - Bozzano Fresh Aerosol Deodorant offers effective protection for up to 48 hours by inhibiting perspiration. See other products here. Weight: 131 gr - Dosage: - Manufactures: None - Brand: Bozzano (Key Words: Daily Care, Deodorants, Aerosol)",https://images.rappi.com.br/products/2089920347-1497562930.png,,,
Roasted and Ground Coffee Pestle Extra Strong 500 g,Roasted and Ground Coffee Pestle Extra Strong 500 g,https://images.rappi.com.br/products/2092909115-1542291695.png,,,
Bohemia Aura Lager Beer Bottle 300ml,CERV BOHEMIA AURA LAGER GFA 300ML,,,,
Italian Elk Nero Spag.Kamut Organic 500 g,Italian Elk Nero Spag.Kamut Organic 500 g,,,,
"Who Said, Berenice? Eyebrow Gel","Who Said, Berenice? Eyebrow Gel",https://images.rappi.com.br/products/2094089885-1557330544.png,,,
Baby bottle Fiona Drawings Rosa Sil 240 mL,Baby bottle Fiona Drawings Rosa Sil 240 mL,https://images.rappi.com.br/products/2093742478-1565095536.jpg,,,
Temp Pallato Acafrao From Ground 25G,Temp Pallato Acafrao From Ground 25G,https://images.rappi.com.br/products/2090117796-1524522651.png,,,
Chia in Grains Giroil 250 g,Chia in Grains Giroil 250 g,https://images.rappi.com.br/products/2094210788-1558719135.png,,,
Simons Frut Fruit Salad 450 g,Simons Frut Fruit Salad 450 g,https://images.rappi.com.br/products/2093039486-1546448482.jpg,,,
Mini Purple Onion Cd 283 g,Mini Purple Onion Cd 283 g,https://images.rappi.com.br/products/2094178551-1559240762.png,,,
Juice Of Good Orange 1 L,Juice Of Good Orange 1 L,https://images.rappi.com.br/products/2096472754-1576262197350.jpg,,,
Quiche Pork Garlic Catupiry 440 g,Quiche Pork Garlic Catupiry 440 g,https://images.rappi.com.br/products/2095646597-1573049059902.png,,,
Shampoo Hys Men Toque Old Spice Frasco 375 mL,Shampoo Hys Men Toque Old Spice Frasco 375 mL,,,,
San German Shredded Chicken Pack 270Gr.,San German Shredded Chicken Pack 270Gr. - Prices with VAT included,https://images.rappi.com.mx/products/975218784-1500924820.png,,,
Protein Bar NProtein Nutry Vanilla &amp; Cookies with 30 g,"Protein Bar NProtein Nutry Vanilla &amp; Cookies has a high protein content, such as Whey Protein and Albunine. Delicious flavor! Check it out now at Drogaria Araujo!",https://images.rappi.com.br/products/2093955059-1555422134.png,,,
